id,zipcode,tax_region_name,state_rate,county_rate,city_rate,special_rate,risk_level,county_id
9ea35f2c-0967-4bdb-8780-c149862a086c,91934,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,56a249ea-cd21-405c-8c44-9ce0074781d0
0ea2938e-bf6e-4452-9fd5-83e51ae49de0,91935,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,9116831d-7dea-45d2-91d6-d0d6265263e4
96b82d09-0f40-4881-8ae3-1d5529a3e705,91941,LA MESA,0.06,0.0025,0.0075,0.015,0,0f2747a7-bf3a-4ba8-b541-4cdec11a19c8
37396270-1b0f-4946-9bef-a63b7ab537fb,91942,LA MESA,0.06,0.0025,0.0075,0.015,0,0f2747a7-bf3a-4ba8-b541-4cdec11a19c8
6612890f-17f6-4b00-a5e8-0a3d04e382b2,91943,LA MESA,0.06,0.0025,0.0075,0.015,0,0f2747a7-bf3a-4ba8-b541-4cdec11a19c8
7332aa39-c598-498c-b2ee-2be3ee6f7fd5,91944,LA MESA,0.06,0.0025,0.0075,0.015,0,0f2747a7-bf3a-4ba8-b541-4cdec11a19c8
7c71a88c-c6aa-4459-afa9-02b82c7dcbe1,91945,SAN DIEGO TOURISM MARKETING DISTRICT,0.06,0.0025,0,0.015,0,ece31e3e-5ebe-487b-bdf2-af705677006b
5b35e2f9-1fbc-4879-9f9a-eb450aa27017,91946,LEMON GROVE,0.06,0.0025,0,0.015,0,ece31e3e-5ebe-487b-bdf2-af705677006b
8c49254d-7b9f-486a-99a0-06fd0d5c94ae,91948,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,2880aabb-9c57-4f18-821d-b1a15d6ced1f
20727942-8e64-479e-80e0-3b34562b322f,91950,CHULA VISTA,0.06,0.0025,0.01,0.015,0,d71a1183-0874-413c-b441-9655750e79e6
a59983e2-6b92-40a2-b09f-0a31eec452e1,91951,NATIONAL CITY,0.06,0.0025,0.01,0.015,0,d71a1183-0874-413c-b441-9655750e79e6
1d3bbc5a-bea7-4b38-bfc0-916f4750d87d,91962,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,17635357-e3ac-4ee6-a08a-044b6e504cc1
35c919c9-1378-409b-bbae-15981fdbf668,91963,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,1fffc929-4fd0-4e67-8def-7ed530a415eb
0f485865-ad67-4b59-a9f3-30372c1bb283,91976,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,351feb59-e650-4913-9029-0d3857ba04fa
8181eb18-0672-497b-8b9a-effa76007836,91977,LA MESA,0.06,0.0025,0.0075,0.015,0,351feb59-e650-4913-9029-0d3857ba04fa
3906f039-60cc-49a3-accf-15769b5f7910,91978,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,351feb59-e650-4913-9029-0d3857ba04fa
69725d90-de9d-41df-aa55-2afb7083c382,91979,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,351feb59-e650-4913-9029-0d3857ba04fa
86c7a75a-72d7-4c4a-9b0f-d7a71ca0e80f,91980,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,4af40b4f-0e30-401d-be71-94abe88f8955
410f9674-1aa7-4cc6-ab11-06372b7fe92e,91987,SAN DIEGO CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,4af40b4f-0e30-401d-be71-94abe88f8955
198bbdd0-f1c6-4b12-982a-639bc0591c5d,92003,OCEANSIDE TOURISM MARKETING DISTRICT,0.06,0.0025,0.005,0.015,0,8d1cc26d-9988-4d6b-9f06-e726f1288005
4966fd0d-e2ac-47be-9123-91a2aabfb5d3,92004,IMPERIAL CO LOCAL TAX SL,0.06,0.0025,0,0.015,0,8ca03b2b-1968-44c9-b9b3-a5c7ee6fd4c8
16bf50f7-4ac5-4c9a-8dc7-f23baa09916b,92007,ENCINITAS,0.06,0.0025,0,0.015,0,ee3bfb60-b669-41bb-87fb-eb21f2415bf8
b84eca5b-6a2d-41c6-a680-b822bce38e9f,92008,CARLSBAD,0.06,0.0025,0,0.015,0,a8c9cbb1-f08f-4535-a7c5-67af0ea38ae2
c73aef7d-c836-4578-af4c-72f54fc8eda7,92009,CARLSBAD,0.06,0.0025,0,0.015,0,a8c9cbb1-f08f-4535-a7c5-67af0ea38ae2
9da084da-af56-4a17-9b3c-7f0ed69d4cc0,92010,VISTA,0.06,0.0025,0.005,0.015,0,a8c9cbb1-f08f-4535-a7c5-67af0ea38ae2
93388603-6184-48da-b137-d644dc41e1c2,92011,CARLSBAD,0.06,0.0025,0,0.015,0,a8c9cbb1-f08f-4535-a7c5-67af0ea38ae2
